movie_title,cast and crew,Genre,vote_average,vote_count,comb
mambo italiano,luke kirby ginette reno paul sorvino mary walsh peter miller \u00c9mile gaudreault,comedy romance,5.6,28,luke kirby ginette reno paul sorvino mary walsh peter miller \u00c9mile gaudreault comedy romance
wonderland,val kilmer dylan mcdermott kate bosworth josh lucas lisa kudrow james cox,crime drama mystery thriller,6.2,73,val kilmer dylan mcdermott kate bosworth josh lucas lisa kudrow james cox crime drama mystery thriller
do the right thing,danny aiello ossie davis ruby dee richard edson giancarlo esposito spike lee,drama,7.6,292,danny aiello ossie davis ruby dee richard edson giancarlo esposito spike lee drama
harvard man,sarah michelle gellar adrian grenier joey lauren adams eric stoltz rebecca gayheart james toback,drama,4.8,15,sarah michelle gellar adrian grenier joey lauren adams eric stoltz rebecca gayheart james toback drama
le havre,andr\u00e9 wilms kati outinen blondin miguel elina salo evelyne didi aki kaurism\u00e4ki,drama comedy,6.8,97,andr\u00e9 wilms kati outinen blondin miguel elina salo evelyne didi aki kaurism\u00e4ki drama comedy
irréversible,monica bellucci vincent cassel albert dupontel jo prestia philippe nahon gaspar no\u00e9,drama thriller crime mystery,7.1,538,monica bellucci vincent cassel albert dupontel jo prestia philippe nahon gaspar no\u00e9 drama thriller crime mystery
r100,nao omori mao daichi shinobu terajima hairi katagiri eriko sat\u00f4 hitoshi matsumoto,comedy drama,5.4,31,nao omori mao daichi shinobu terajima hairi katagiri eriko sat\u00f4 hitoshi matsumoto comedy drama
rang de basanti,aamir khan soha ali khan alice patten sharman joshi kunal kapoor rakeysh omprakash mehra,drama,7.2,97,aamir khan soha ali khan alice patten sharman joshi kunal kapoor rakeysh omprakash mehra drama
animals,david dastmalchian kim shaw john heard john hoogenakker shon mcgregory collin schiffli,drama,6.2,9,david dastmalchian kim shaw john heard john hoogenakker shon mcgregory collin schiffli drama
salvation boulevard,jennifer connelly marisa tomei pierce brosnan ed harris greg kinnear george ratliff,comedy thriller action drama,5.6,28,jennifer connelly marisa tomei pierce brosnan ed harris greg kinnear george ratliff comedy thriller action drama
the ten,paul rudd adam brody jon hamm winona ryder ken marino david wain,comedy,4.9,57,paul rudd adam brody jon hamm winona ryder ken marino david wain comedy
a room for romeo brass,paddy considine andrew shim frank harper vicky mcclure johann myers shane meadows,drama comedy foreign,7.3,18,paddy considine andrew shim frank harper vicky mcclure johann myers shane meadows drama comedy foreign
hodejegerne,aksel hennie nikolaj coster-waldau synn\u00f8ve macody lund julie r. \u00d8lgaard eivind sander morten tyldum,thriller crime,7.1,399,aksel hennie nikolaj coster-waldau synn\u00f8ve macody lund julie r. \u00d8lgaard eivind sander morten tyldum thriller crime
grabbers,richard coyle ruth bradley russell tovey bronagh gallagher david pearse jon wright,science fiction comedy thriller horror,6,140,richard coyle ruth bradley russell tovey bronagh gallagher david pearse jon wright science fiction comedy thriller horror
saint ralph,adam butcher campbell scott michael kanev gordon pinsent tamara hope michael mcgowan,comedy drama,7.3,24,adam butcher campbell scott michael kanev gordon pinsent tamara hope michael mcgowan comedy drama
miss julie,jessica chastain colin farrell samantha morton nora mcmenamy liv ullmann,drama,5.9,45,jessica chastain colin farrell samantha morton nora mcmenamy liv ullmann drama
somewhere in time,christopher reeve jane seymour christopher plummer teresa wright bill erwin jeannot szwarc,science fiction drama fantasy romance,7.2,102,christopher reeve jane seymour christopher plummer teresa wright bill erwin jeannot szwarc science fiction drama fantasy romance
dum maaro dum,abhishek bachchan bipasha basu deepika padukone rana daggubati prateik babbar rohan sippy,drama action crime foreign,5.4,7,abhishek bachchan bipasha basu deepika padukone rana daggubati prateik babbar rohan sippy drama action crime foreign
insidious: chapter 2,patrick wilson rose byrne ty simpkins lin shaye barbara hershey james wan,horror thriller,6.5,1211,patrick wilson rose byrne ty simpkins lin shaye barbara hershey james wan horror thriller
saw ii,tobin bell shawnee smith donnie wahlberg franky g glenn plummer darren lynn bousman,horror,6.3,1251,tobin bell shawnee smith donnie wahlberg franky g glenn plummer darren lynn bousman horror
10 cloverfield lane,mary elizabeth winstead john goodman john gallagher jr. bradley cooper douglas m. griffin dan trachtenberg,thriller science fiction drama,6.8,2468,mary elizabeth winstead john goodman john gallagher jr. bradley cooper douglas m. griffin dan trachtenberg thriller science fiction drama
jackass: the movie,johnny knoxville bam margera steve-o chris pontius dave england jeff tremaine,documentary comedy,6.1,345,johnny knoxville bam margera steve-o chris pontius dave england jeff tremaine documentary comedy
lights out,teresa palmer maria bello gabriel bateman alexander dipersia alicia vela-bailey david f. sandberg,horror thriller,6.3,1129,teresa palmer maria bello gabriel bateman alexander dipersia alicia vela-bailey david f. sandberg horror thriller
paranormal activity 3,katie featherston sprague grayden lauren bittner christopher nicholas smith chloe csengery henry joost,horror,5.9,669,katie featherston sprague grayden lauren bittner christopher nicholas smith chloe csengery henry joost horror
ouija,olivia cooke ana coto daren kagasoff bianca a. santos douglas smith stiles white,horror,4.9,983,olivia cooke ana coto daren kagasoff bianca a. santos douglas smith stiles white horror
a nightmare on elm street 3: dream warriors,robert englund patricia arquette heather langenkamp john saxon craig wasson chuck russell,horror thriller,6.5,354,robert englund patricia arquette heather langenkamp john saxon craig wasson chuck russell horror thriller
no se aceptan devoluciones,loreto peralta eugenio derbez jessica lindsey daniel raymont hugo stiglitz eugenio derbez,comedy drama,7.5,205,loreto peralta eugenio derbez jessica lindsey daniel raymont hugo stiglitz eugenio derbez comedy drama
paranormal activity 4,katie featherston kathryn newton matt shively aiden lovekamp brady allen henry joost,horror,5.2,563,katie featherston kathryn newton matt shively aiden lovekamp brady allen henry joost horror
the robe,richard burton jean simmons victor mature jay robinson richard boone henry koster,drama,6.4,42,richard burton jean simmons victor mature jay robinson richard boone henry koster drama
the return of the pink panther,peter sellers christopher plummer herbert lom catherine schell peter arne blake edwards,comedy,6.7,137,peter sellers christopher plummer herbert lom catherine schell peter arne blake edwards comedy
freddy's dead: the final nightmare,robert englund lisa zane shon greenblatt lezlie deane ricky dean logan rachel talalay,horror thriller comedy,5.1,272,robert englund lisa zane shon greenblatt lezlie deane ricky dean logan rachel talalay horror thriller comedy
monster,charlize theron christina ricci bruce dern lee tergesen annie corley patty jenkins,crime drama,7,485,charlize theron christina ricci bruce dern lee tergesen annie corley patty jenkins crime drama
"20,000 leagues under the sea",kirk douglas james mason paul lukas peter lorre robert j. wilke richard fleischer,adventure drama science fiction,6.8,157,kirk douglas james mason paul lukas peter lorre robert j. wilke richard fleischer adventure drama science fiction
paranormal activity: the marked ones,andrew jacobs richard cabral carlos pratts eddie j. fernandez jorge diaz christopher b. landon,horror thriller,5.2,449,andrew jacobs richard cabral carlos pratts eddie j. fernandez jorge diaz christopher b. landon horror thriller
the elephant man,anthony hopkins john hurt anne bancroft john gielgud wendy hiller david lynch,drama history,7.9,719,anthony hopkins john hurt anne bancroft john gielgud wendy hiller david lynch drama history
dallas buyers club,matthew mcconaughey jennifer garner jared leto denis o'hare steve zahn jean-marc vall\u00e9e,drama history,7.9,2886,matthew mcconaughey jennifer garner jared leto denis o'hare steve zahn jean-marc vall\u00e9e drama history
the lazarus effect,olivia wilde mark duplass donald glover evan peters sarah bolger david gelb,thriller horror,5.1,505,olivia wilde mark duplass donald glover evan peters sarah bolger david gelb thriller horror
memento,guy pearce carrie-anne moss joe pantoliano mark boone junior stephen tobolowsky christopher nolan,mystery thriller,8.1,4028,guy pearce carrie-anne moss joe pantoliano mark boone junior stephen tobolowsky christopher nolan mystery thriller
oculus,karen gillan brenton thwaites katee sackhoff james lafferty rory cochrane mike flanagan,horror,6.3,1050,karen gillan brenton thwaites katee sackhoff james lafferty rory cochrane mike flanagan horror
clerks ii,brian o'halloran jeff anderson jason mewes kevin smith rosario dawson kevin smith,comedy,6.9,398,brian o'halloran jeff anderson jason mewes kevin smith rosario dawson kevin smith comedy
billy elliot,jamie bell julie walters jean heywood jamie draven gary lewis stephen daldry,drama comedy music,7.4,750,jamie bell julie walters jean heywood jamie draven gary lewis stephen daldry drama comedy music
the way way back,liam james steve carell toni collette annasophia robb sam rockwell nat faxon,comedy drama,7.1,688,liam james steve carell toni collette annasophia robb sam rockwell nat faxon comedy drama
house party 2,martin lawrence christopher martin christopher reid paul anthony tisha campbell-martin doug mchenry,comedy,4.7,21,martin lawrence christopher martin christopher reid paul anthony tisha campbell-martin doug mchenry comedy
the man from snowy river,tom burlinson terence donovan kirk douglas tommy dysart bruce kerr george t. miller,family drama action western romance,6.8,37,tom burlinson terence donovan kirk douglas tommy dysart bruce kerr george t. miller family drama action western romance
doug's 1st movie,thomas mchugh fred newman chris phillips constance shulman maurice joyce,animation family comedy,5.4,22,thomas mchugh fred newman chris phillips constance shulman maurice joyce animation family comedy
the apostle,robert duvall billy bob thornton june carter cash farrah fawcett miranda richardson robert duvall,drama,6.1,38,robert duvall billy bob thornton june carter cash farrah fawcett miranda richardson robert duvall drama
mommie dearest,faye dunaway diana scarwid steve forrest howard da silva mara hobel frank perry,drama,6.5,54,faye dunaway diana scarwid steve forrest howard da silva mara hobel frank perry drama
our idiot brother,paul rudd elizabeth banks zooey deschanel emily mortimer adam scott jesse peretz,comedy drama,5.9,365,paul rudd elizabeth banks zooey deschanel emily mortimer adam scott jesse peretz comedy drama
race,stephan james jason sudeikis carice van houten jeremy irons amanda crew stephen hopkins,action drama,7.1,478,stephan james jason sudeikis carice van houten jeremy irons amanda crew stephen hopkins action drama
the players club,lisaraye mccoy dick anthony williams judyann elder chrystale wilson adele givens ice cube,drama,6.4,14,lisaraye mccoy dick anthony williams judyann elder chrystale wilson adele givens ice cube drama
"as above, so below",perdita weeks ben feldman edwin hodge fran\u00e7ois civil marion lambert john erick dowdle,horror thriller,6.1,766,perdita weeks ben feldman edwin hodge fran\u00e7ois civil marion lambert john erick dowdle horror thriller
addicted,boris kodjoe brandon gonzales cameron mills emayatzy corinealdi garrett hines bille woodruff,drama thriller,5.4,63,boris kodjoe brandon gonzales cameron mills emayatzy corinealdi garrett hines bille woodruff drama thriller
eve's bayou,jurnee smollett meagan good lynn whitfield samuel l. jackson debbi morgan kasi lemmons,drama,6.1,27,jurnee smollett meagan good lynn whitfield samuel l. jackson debbi morgan kasi lemmons drama
still alice,julianne moore alec baldwin kristen stewart kate bosworth shane mcrae richard glatzer,drama,7.5,1104,julianne moore alec baldwin kristen stewart kate bosworth shane mcrae richard glatzer drama
the egyptian,jean simmons victor mature gene tierney peter ustinov edmund purdom michael curtiz,history drama,6,11,jean simmons victor mature gene tierney peter ustinov edmund purdom michael curtiz history drama
nighthawks,sylvester stallone rutger hauer billy dee williams lindsay wagner persis khambatta bruce malmuth,action crime thriller,6.4,86,sylvester stallone rutger hauer billy dee williams lindsay wagner persis khambatta bruce malmuth action crime thriller
friday the 13th part viii: jason takes manhattan,kane hodder jensen daggett scott reeves barbara bingham peter mark richman rob hedden,horror thriller,4.8,191,kane hodder jensen daggett scott reeves barbara bingham peter mark richman rob hedden horror thriller
my big fat greek wedding,nia vardalos john corbett lainie kazan michael constantine andrea martin joel zwick,comedy drama romance,6.2,671,nia vardalos john corbett lainie kazan michael constantine andrea martin joel zwick comedy drama romance
spring breakers,james franco selena gomez vanessa hudgens ashley benson rachel korine harmony korine,drama crime,5,1551,james franco selena gomez vanessa hudgens ashley benson rachel korine harmony korine drama crime
